|1identity|2g-mod|3anarch|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1045|11whenever you install a virus program, the corp trashes the top card of r&d.|12|13noise: hacker extraordinaire|
|1resource|2connection, virtual|3shaper|4&^^|5|6true|7|8|9|10|11+{L}^\whenever you install a non-ai icebreaker, that icebreaker gets +&^^ strength for the remainder of the turn.|12&^^|13cybertrooper talut|

|1event|2|3anarch|4&^^|5|6|7|8|9|10|11trash the top &^^^ cards of your stack. shuffle &^^^ cards from your heap into your stack. draw &^ card. remove this event from the game instead of trashing it.|12&|13labor rights|

|1resource|2seedy, virtual|3criminal|4&^^^|5|6|7|8|9|10|11when you install this resource, load {C}^^^ onto it. when it is empty, trash it and draw &^ card.\when your turn begins, take {C}^ from this resource.\when your turn ends, if you made at least &^^^ successful runs this turn and this card is in your heap, you may install it, ignoring all costs.|12&|13crowdfunding|

|1program|2virus|3anarch|4&^^^|5|6|7|8&^|9|10|11whenever you make a successful run on r&d, place &^ virus counter on this program.\whenever you breach r&d, choose a number less than the number of hosted virus counters. access that many additional cards.|12&^^^|13medium|

|1program|2virus|3anarch|4&^^|5|6|7|8&^|9|10|11install @ only on a rezzed piece of ice.\host ice has -&^ strength for each virus counter on @ and is trashed if its strength is & or less.\when your turn begins, place &^ virus counter on @.|12&^^|13parasite|

|1hardware|2mod|3criminal|4&^^|5|6|7|8|9|10|11whenever you break a subroutine on a piece of ice, you may pay {C}^ to break &^ subroutine on that ice.|12&^^|13e3 feedback implants|

|1program|2virus|3criminal|4&^|5|6|7|8&^|9|10|11place &^^^ virus counters on @ when it is installed.\hosted virus counter: gain {C}^.|12&^|13cache|

|1event|2run|3shaper|4&^^^|5|6|7|8|9|10|11run r&d. if successful, instead of breaching r&d, you may look at the top &^^^^^ cards of r&d and arrange them in any order.|12&|13indexing|

|1program|2icebreaker, fracter|3shaper|4&^^^|5&^^^|6|7|8&^|9|10|11when you install this program, place &^^^^ power counters on it.\hosted power counter: break up to &^^ barrier subroutines.\{C}^: +&^ strength.|12&^^^^|13cerberus "lady" h1|

|1event|2double|3neutral|4&^^|5|6|7|8|9|10|11as an additional cost to play this event, spend {O}.\gain {C}^^^^^^^^^.|12&^^^|13lucky find|

|1hardware|2gear|3neutral|4&|5|6|7|8|9|10|11{R}^ \you can spend hosted credits to play events.|12&^^|13prepaid voicepad|

|1identity|2g-mod|3anarch|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1040|11the first time each turn you trash a card you are accessing, gain {C}^ and draw &^ card.|12|13rené "loup" arcemont: party animal|

|1event|2|3anarch|4&^|5|6|7|8|9|10|11resolve &^ of the following of the corp's choice: =gain {C}^^^^^^. =draw &^^^^ cards.|12&^^|13wildcat strike|

|1hardware|2console|3anarch|4&^^^|5|6true|7|8|9|10|11+{M}^\trash &^^ cards from your grip: trash the card you are accessing. use this ability only once per turn.\limit &^ console per player.|12&^^^^|13carnivore|

|1program|2virus|3anarch|4&^^^|5|6|7|8&^|9|10|11install only on a piece of ice.\when you install this program and when your turn begins, place &^ virus counter on this program.\hosted virus counter: break &^ subroutine on host ice.|12&^^|13botulus|

|1program|2icebreaker, decoder|3anarch|4&^|5&^^^|6|7|8&^|9|10|11{C}^: break up to &^^ code gate subroutines.\{C}^^^: +&^ strength.|12&^^^^|13buzzsaw|

|1program|2icebreaker, fracter|3anarch|4&^^|5&^^^|6|7|8&^|9|10|11{C}^: break up to &^^ barrier subroutines.\{C}^^: +&^ strength.|12&^^^|13cleaver|

|1program|2virus|3anarch|4&^^|5|6|7|8&^|9|10|11when you install this program and when your turn begins, place &^ virus counter on this program.\{O}, {T}: gain {C}^^ for each hosted virus counter.|12&^|13fermenter|

|1program|2virus|3anarch|4&^|5|6|7|8&^|9|10|11whenever you make a successful run on a central server, place &^ virus counter on this program.\hosted virus counter: the ice you are encountering gets -&^ strength for the remainder of this encounter.|12&^|13leech|

|1resource|2virtual|3anarch|4&^^^|5|6true|7|8|9|10|11whenever you install a virus program, you may place &^ virus counter on it.|12&^|13cookbook|

|1identity|2cyborg|3criminal|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1040|11whenever a run on hq or r&d ends, you may gain {C}^ for each time you accessed a card during that run. use this ability only once per turn.|12|13zahya sadeghi: versatile smuggler|

|1event|2|3criminal|4&^^^|5|6|7|8|9|10|11search your stack for &^ icebreaker program and reveal it.  if you made a successful run this turn, you may install it. if you do not, add it to your grip.|12&|13mutual favor|

|1event|2run|3criminal|4&^|5|6|7|8|9|10|11run any server. during that run, the rez cost of each piece of ice is increased by {C}^^^.|12&^|13tread lightly|

|1hardware|2|3criminal|4&^^|5|6true|7|8|9|10|11the first time each turn you breach hq, access &^ additional card.|12&^^|13docklands pass|

|1hardware|2console|3criminal|4&^^^|5|6true|7|8|9|10|11+{M}^\whenever you make a successful run, place {C}^ on this hardware.\{O}: place {C}^ on this hardware, then take all credits from it.\limit &^ console per player.|12&^^^|13pennyshaver|

|1program|2icebreaker, killer|3criminal|4&^^|5&^^|6|7|8&^|9|10|11if you made a successful run this turn, this program costs {C}^^ less to install.\{C}^: break &^ sentry subroutine.\{C}^^: +&^^^ strength.|12&^^^^^|13carmen|

|1program|2icebreaker, fracter|3criminal|4&^|5&^|6|7|8&^|9|10|11{C}^^: break &^ barrier subroutine. if you made a successful run this turn, this ability costs {C}^ less to use.\{C}^: +&^ strength.|12&|13marjanah|

|1program|2virus|3criminal|4&^^^|5|6|7|8&^|9|10|11install only on a piece of ice.\when you install this program and when your turn begins, place &^ virus counter on this program. then, if there are &^^^ or more hosted virus counters, derez host ice.|12&^^|13tranquilizer|

|1resource|2job|3criminal|4&^^|5|6|7|8|9|10|11when you install this resource, load {C}^^ onto it. when it is empty, trash it.\{O}: run a central server you have not run this turn. if successful, take {C}^^^ from this resource.|12&^^^^^|13red team|

|1identity|2natural|3shaper|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1040|11whenever an agenda is scored or stolen, you may swap &^^ installed pieces of ice.|12|13tāo salonga: telepresence magician|

|1event|2|3shaper|4&^^|5|6|7|8|9|10|11gain {C}^^^^^. if you have any {O} remaining, lose {O}.|12&^|13creative commission|

|1event|2|3shaper|4&^^|5|6|7|8|9|10|11draw &^^^^ cards. if you have any {O} remaining, lose {O}.|12&^|13vrcation|

|1hardware|2|3shaper|4&^^|5|6|7|8|9|10|11+{M}^\the first program you install each turn costs {C}^ less to install.|12&^^|13dzmz optimizer|

|1hardware|2console|3shaper|4&^^^|5|6true|7|8|9|10|11+{M}^\whenever an agenda is scored or stolen, gain {C}^. then, you may install &^ card from your grip.\limit &^ console per player.|12&^^|13pantograph|

|1program|2virus|3shaper|4&^^^^|5|6|7|8&^|9|10|11whenever a successful run on r&d ends, you may place &^ virus counter on this program.\{O}: run r&d. if successful, access x additional cards when you breach r&d. x is equal to the number of hosted virus counters.|12&^^^^|13conduit|

|1program|2icebreaker, killer|3shaper|4&^|5&|6|7|8&^|9|10|11this program gets +&^ strength for each installed icebreaker .\{C}^: break &^ sentry subroutine.\{C}^^^: +&^^ strength.|12&^^^|13echelon|

|1program|2icebreaker, decoder|3shaper|4&^^|5&^|6|7|8&^|9|10|11{C}^: break &^ code gate subroutine.\{C}^: +&^ strength for each installed icebreaker .|12&^^^|13unity|

|1resource|2job|3shaper|4&^^|5|6|7|8|9|10|11when you install this resource, load {C}^^^^^^^^^ onto it. when it is empty, trash it.\{O}: take {C}^^^ from this resource. use this ability only once per turn.|12&^|13telework contract|

|1event|2run|3neutral|4&|5|6|7|8|9|10|11run hq or r&d. if successful, draw &^ card and when you breach the attacked server, access &^ additional card.|12&|13jailbreak|

|1event|2run|3neutral|4&|5|6|7|8|9|10|11place {C}^^^^^ on this event, then run any server. you can spend hosted credits during that run.|12&^|13overclock|

|1event|2|3neutral|4&|5|6|7|8|9|10|11gain {C}^^^^^^^^^.|12&^^^^^|13sure gamble|

|1hardware|2chip|3neutral|4&|5|6|7|8|9|10|11+{M}^\you get +&^ maximum hand size.|12&^^|13t400 memory diamond|

|1program|2icebreaker, ai|3neutral|4&|5&^|6|7|8&^^|9|10|11{C}^: break &^ subroutine. when this run ends, trash this program.\{C}^: +&^ strength.|12&^|13mayfly|

|1resource|2connection|3neutral|4&|5|6|7|8|9|10|11{O}: place {C}^^^ on this resource.\when your turn begins, take {C}^ from this resource.|12&|13smartware distributor|

|1resource|2genetics|3neutral|4&|5|6true|7|8|9|10|11the first time each turn you take the basic action to draw &^ card, instead draw &^^ cards.|12&^^^|13verbal plasticity|

|1identity|2natural|3neutral|4&|5|6|7&|8|9|1030|11|12|13the catalyst: convention breaker|

|1identity|2g-mod|3anarch|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1045|11{C}: break &^ barrier subroutine. use this ability only once per turn.|12|13quetzal: free spirit|

|1identity|2cyborg, g-mod|3anarch|4&|5|6|7&^|8|9&^^^^^^^^^^^^^^^|1045|11the first piece of ice the corp rezzes each turn costs {C}^ more to rez.|12|13reina roja: freedom fighter|

|1event|2sabotage|3anarch|4&^^|5|6|7|8|9|10|11play only if you made a successful run this turn.\trash &^ unrezzed piece of ice you passed during your last run.|12&|13en passant|

|1event|2run|3anarch|4&^^|5|6|7|8|9|10|11run archives. if successful, instead of breaching archives, you may install &^ program from your heap, ignoring all costs.|12&^^^|13retrieval run|

|1program|2virus|3anarch|4&^^|5|6|7|8&^|9|10|11the corp cannot score an agenda during the same turn they installed that agenda.\when the corp purges virus counters, trash this program.|12&^^|13clot|

|1program|2icebreaker, fracter|3anarch|4&^^|5&^^|6|7|8&^|9|10|11{C}^: break &^ barrier subroutine.\{C}^: +&^ strength.|12&^^|13corroder|

|1program|2virus|3anarch|4&^^^|5|6|7|8&^|9|10|11when you install this program, place &^^ virus counters on it.\hosted virus counter: trash the card you are accessing. use this ability only once per turn.|12&^^|13imp|

|1program|2icebreaker, killer|3anarch|4&^|5&^^^|6|7|8&^|9|10|11{C}^: break &^ sentry subroutine.|12&^^^|13mimic|

|1resource|2virtual|3anarch|4&^^^|5|6true|7|8|9|10|11while you are encountering a piece of ice, it gets -&^ strength.|12&^^^|13ice carver|

|1resource|2|3anarch|4&^^|5|6|7|8|9|10|11when you install this resource, load {C}^^^^^^ onto it. when it is empty, trash it.\{O}: take {C}^^^^ from this resource.|12&^^^^^^|13liberated account|

|1resource|2connection, seedy|3anarch|4&^|5|6|7|8|9|10|11{R}^^ \you can spend hosted credits to pay trash costs.|12&^^|13scrubber|

|1resource|2virtual|3anarch|4&^^|5|6true|7|8|9|10|11the rez cost of each piece of ice is increased by {C}^.|12&^^^|13xanadu|

|1identity|2clone|3criminal|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^^^|1045|11the first time each turn you play a run event, gain {C}^.|12|13ken "express" tenma: disappeared clone|

|1identity|2g-mod|3criminal|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1045|11the first time each turn you make a successful run on hq, you may choose &^^ cards in your heap. if you do, the corp removes &^ of those cards from the game, then you add the other card to your grip.|12|13steve cambridge: master grifter|

|1event|2|3criminal|4&^|5|6|7|8|9|10|11install &^ resource from your grip, paying {C}^^^ less.|12&|13career fair|

|1event|2sabotage|3criminal|4&^^|5|6|7|8|9|10|11play only if you made a successful run on hq this turn.\derez &^ installed piece of ice.|12&|13emergency shutdown|

|1event|2sabotage|3criminal|4&^^|5|6|7|8|9|10|11choose &^ unrezzed piece of ice. the corp may rez that ice. if they do not, they trash it.|12&^|13forged activation orders|

|1event|2run|3criminal|4&^^^|5|6|7|8|9|10|11run any server. the first time this run you encounter a piece of ice, bypass it.|12&^^|13inside job|

|1event|2run|3criminal|4&^^|5|6|7|8|9|10|11run hq. if successful, access &^^ additional cards when you breach hq.|12&^^|13legwork|

|1event|2|3criminal|4&^|5|6|7|8|9|10|11remove &^ tag. then, you may pay {C}^ to add this event to your grip.|12&|13networking|

|1program|2icebreaker, decoder|3criminal|4&^^|5&^^|6|7|8&^|9|10|11{C}^: break &^ code gate subroutine.\{C}^^: +&^^ strength.\{T}: bypass the code gate you are encountering.|12&^^^^|13abagnale|

|1program|2icebreaker, killer|3criminal|4&^|5&^^|6|7|8&^|9|10|11{C}^: break &^ sentry subroutine.\{C}^^: +&^ strength.\when you install this program, choose &^ installed piece of ice.\whenever you encounter the chosen ice, you may pay {C}^ for each subroutine it has. if you do, bypass that ice.|12&^^^^^^^^^|13femme fatale|

|1program|2|3criminal|4&^^^|5|6|7|8&^^|9|10|11{O}: run archives. if that run would be declared successful, change the attacked server to hq for the remainder of that run.|12&^^^^|13sneakdoor beta|

|1resource|2job|3criminal|4&^^^|5|6|7|8|9|10|11when your turn begins, you may choose a server. the first time this turn you make a successful run on that server, instead of breaching it, gain {C}^^.|12&|13security testing|

|1identity|2natural|3shaper|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1045|11before drawing your starting hand, set aside the top &^^^^^^ cards of your stack facedown.  shuffle &^^ of those cards into your stack.\{O}: add &^ card set aside with this identity to your grip.|12|13ayla "bios" rahim: simulant specialist|

|1identity|2cyborg|3shaper|4&|5|6|7&|8|9&^^^^^^^^^^|1045|11the first time each turn you encounter a piece of ice, it gains code gate for the remainder of this run.|12|13rielle "kit" peddler: transhuman|

|1event|2|3shaper|4&^^|5|6|7|8|9|10|11draw &^^^ cards.|12&|13diesel|

|1event|2|3shaper|4&^^^|5|6|7|8|9|10|11search either your stack or your heap for &^ program.  install that program, ignoring all costs. when your turn ends, if that program has not been uninstalled, add it to the top of your stack.|12&^^^|13test run|

|1event|2run|3shaper|4&^^|5|6|7|8|9|10|11run r&d. if successful, access &^^ additional cards when you breach r&d.|12&^^|13the maker's eye|

|1program|2icebreaker, ai|3shaper|4&^^^|5&|6|7|8&^|9|10|11when you install this program, you may pay {C}X to place x power counters on it.\this program gets +&^ strength for each hosted power counter, and it can only interface with ice of exactly equal strength.\{C}^: break &^ subroutine.|12&^^^|13atman|

|1program|2icebreaker|3shaper|4&^^^|5&^^^|6|7|8&^|9|10|11when you install this program, choose barrier, code gate, or sentry.\when your discard phase ends, add this program to your grip.\{C}^: break &^ subroutine on a piece of ice that has the chosen subtype.|12&^^|13chameleon|

|1program|2|3shaper|4&^^|5|6|7|8&^|9|10|11install only on a rezzed piece of ice.\host ice gains barrier, code gate, and sentry.|12&^^|13egret|

|1program|2icebreaker, decoder|3shaper|4&^^^|5&^^|6|7|8&^|9|10|11{C}^: break &^ code gate subroutine.\{C}^: +&^ strength for the remainder of this run.|12&^^^^|13gordian blade|

|1program|2|3shaper|4&^|5|6|7|8&^|9|10|11{R}^^ \you can spend hosted credits to pay trash costs of assets.|12&|13paricia|
